,id,cuisine,name,title,amount,indented,percentOfDailyNeeds
4,579888,Caribbean,"Caribbean Painkiller: A Breezy, Boozy Delight",Sugar,9g,True,10.32
5,579888,Caribbean,"Caribbean Painkiller: A Breezy, Boozy Delight",Cholesterol,231mg,False,77.11
6,579888,Caribbean,"Caribbean Painkiller: A Breezy, Boozy Delight",Sodium,808mg,False,35.15
0,71907,Caribbean,Peppermint-Coated Pretzels,Calories,303k,False,15.15
1,71907,Caribbean,Peppermint-Coated Pretzels,Fat,11g,False,18.0
2,71907,Caribbean,Peppermint-Coated Pretzels,Saturated Fat,2g,True,12.79
3,71907,Caribbean,Peppermint-Coated Pretzels,Carbohydrates,9g,False,3.31
4,71907,Caribbean,Peppermint-Coated Pretzels,Sugar,4g,True,4.98
5,71907,Caribbean,Peppermint-Coated Pretzels,Cholesterol,108mg,False,36.29
6,71907,Caribbean,Peppermint-Coated Pretzels,Sodium,1284mg,False,55.85
0,1058769,Caribbean,Peppermint White Chocolate Fudge,Calories,546k,False,27.3
1,1058769,Caribbean,Peppermint White Chocolate Fudge,Fat,23g,False,36.86
2,1058769,Caribbean,Peppermint White Chocolate Fudge,Saturated Fat,5g,True,31.9
3,1058769,Caribbean,Peppermint White Chocolate Fudge,Carbohydrates,39g,False,13.0
4,1058769,Caribbean,Peppermint White Chocolate Fudge,Sugar,6g,True,6.69
5,1058769,Caribbean,Peppermint White Chocolate Fudge,Cholesterol,116mg,False,38.77
6,1058769,Caribbean,Peppermint White Chocolate Fudge,Sodium,1970mg,False,85.66
0,180752,Caribbean,Caribbean Crunch,Calories,270k,False,13.5
1,180752,Caribbean,Caribbean Crunch,Fat,7g,False,12.15
2,180752,Caribbean,Caribbean Crunch,Saturated Fat,1g,True,7.47
3,180752,Caribbean,Caribbean Crunch,Carbohydrates,38g,False,12.77
4,180752,Caribbean,Caribbean Crunch,Sugar,1g,True,2.17
5,180752,Caribbean,Caribbean Crunch,Cholesterol,0.0mg,False,0.0
6,180752,Caribbean,Caribbean Crunch,Sodium,217mg,False,9.44
0,1573311,Caribbean,Peppermint Bark,Calories,138k,False,6.93
1,1573311,Caribbean,Peppermint Bark,Fat,0.59g,False,0.91
2,1573311,Caribbean,Peppermint Bark,Saturated Fat,0.06g,True,0.37
3,1573311,Caribbean,Peppermint Bark,Carbohydrates,34g,False,11.35
4,1573311,Caribbean,Peppermint Bark,Sugar,27g,True,30.11
5,1573311,Caribbean,Peppermint Bark,Cholesterol,0.0mg,False,0.0
6,1573311,Caribbean,Peppermint Bark,Sodium,13mg,False,0.59
0,1553459,Caribbean,Buckeye Candy,Calories,706k,False,35.3
1,1553459,Caribbean,Buckeye Candy,Fat,11g,False,18.43
2,1553459,Caribbean,Buckeye Candy,Saturated Fat,5g,True,33.86
3,1553459,Caribbean,Buckeye Candy,Carbohydrates,88g,False,29.47
4,1553459,Caribbean,Buckeye Candy,Sugar,21g,True,23.98
5,1553459,Caribbean,Buckeye Candy,Cholesterol,150mg,False,50.01
6,1553459,Caribbean,Buckeye Candy,Sodium,1024mg,False,44.53
0,282198,Caribbean,Championship Soccer Ball Cake,Calories,773k,False,38.68
1,282198,Caribbean,Championship Soccer Ball Cake,Fat,7g,False,11.57
2,282198,Caribbean,Championship Soccer Ball Cake,Saturated Fat,2g,True,12.86
3,282198,Caribbean,Championship Soccer Ball Cake,Carbohydrates,96g,False,32.16
4,282198,Caribbean,Championship Soccer Ball Cake,Sugar,8g,True,9.72
5,282198,Caribbean,Championship Soccer Ball Cake,Cholesterol,309mg,False,103.32
6,282198,Caribbean,Championship Soccer Ball Cake,Sodium,468mg,False,20.36
0,132336,Caribbean,Watermelon Cake,Calories,331k,False,16.6
1,132336,Caribbean,Watermelon Cake,Fat,5g,False,8.2
2,132336,Caribbean,Watermelon Cake,Saturated Fat,1g,True,7.08
3,132336,Caribbean,Watermelon Cake,Carbohydrates,48g,False,16.07
4,132336,Caribbean,Watermelon Cake,Sugar,12g,True,13.35
5,132336,Caribbean,Watermelon Cake,Cholesterol,55mg,False,18.43
6,132336,Caribbean,Watermelon Cake,Sodium,375mg,False,16.33
0,1058353,Caribbean,Frozen Peppermint Milkshake Pie,Calories,308k,False,15.41
1,1058353,Caribbean,Frozen Peppermint Milkshake Pie,Fat,4g,False,7.43
2,1058353,Caribbean,Frozen Peppermint Milkshake Pie,Saturated Fat,0.82g,True,5.15
3,1058353,Caribbean,Frozen Peppermint Milkshake Pie,Carbohydrates,51g,False,17.11
4,1058353,Caribbean,Frozen Peppermint Milkshake Pie,Sugar,9g,True,11.05
5,1058353,Caribbean,Frozen Peppermint Milkshake Pie,Cholesterol,0.0mg,False,0.0
6,1058353,Caribbean,Frozen Peppermint Milkshake Pie,Sodium,489mg,False,21.27
0,389221,Caribbean,Truffle Topiary,Calories,444k,False,22.24
1,389221,Caribbean,Truffle Topiary,Fat,8g,False,12.78
2,389221,Caribbean,Truffle Topiary,Saturated Fat,1g,True,10.8
3,389221,Caribbean,Truffle Topiary,Carbohydrates,62g,False,20.88
4,389221,Caribbean,Truffle Topiary,Sugar,19g,True,21.33
5,389221,Caribbean,Truffle Topiary,Cholesterol,73mg,False,24.57
6,389221,Caribbean,Truffle Topiary,Sodium,275mg,False,11.98
0,1571829,Caribbean,Peppermint Oatmeal Cookies,Calories,580k,False,29.03
1,1571829,Caribbean,Peppermint Oatmeal Cookies,Fat,31g,False,47.97
2,1571829,Caribbean,Peppermint Oatmeal Cookies,Saturated Fat,2g,True,15.59
3,1571829,Caribbean,Peppermint Oatmeal Cookies,Carbohydrates,69g,False,23.19
4,1571829,Caribbean,Peppermint Oatmeal Cookies,Sugar,35g,True,39.65
5,1571829,Caribbean,Peppermint Oatmeal Cookies,Cholesterol,0.0mg,False,0.0
6,1571829,Caribbean,Peppermint Oatmeal Cookies,Sodium,41mg,False,1.81
0,835290,Caribbean,Peppermint Cheesecake Cups,Calories,102k,False,5.14
1,835290,Caribbean,Peppermint Cheesecake Cups,Fat,1g,False,1.72
2,835290,Caribbean,Peppermint Cheesecake Cups,Saturated Fat,0.18g,True,1.14
3,835290,Caribbean,Peppermint Cheesecake Cups,Carbohydrates,22g,False,7.37
4,835290,Caribbean,Peppermint Cheesecake Cups,Sugar,9g,True,10.94
5,835290,Caribbean,Peppermint Cheesecake Cups,Cholesterol,0.0mg,False,0.0
6,835290,Caribbean,Peppermint Cheesecake Cups,Sodium,191mg,False,8.31
0,937458,Caribbean,Monster Candy Milkshake,Calories,504k,False,25.22
1,937458,Caribbean,Monster Candy Milkshake,Fat,20g,False,30.97
2,937458,Caribbean,Monster Candy Milkshake,Saturated Fat,3g,True,23.06
3,937458,Caribbean,Monster Candy Milkshake,Carbohydrates,22g,False,7.36
4,937458,Caribbean,Monster Candy Milkshake,Sugar,4g,True,5.04
5,937458,Caribbean,Monster Candy Milkshake,Cholesterol,205mg,False,68.61
6,937458,Caribbean,Monster Candy Milkshake,Sodium,1019mg,False,44.35
0,655687,Caribbean,Peppermint White Chocolate Fudge,Calories,731k,False,36.56
1,655687,Caribbean,Peppermint White Chocolate Fudge,Fat,49g,False,76.55
2,655687,Caribbean,Peppermint White Chocolate Fudge,Saturated Fat,4g,True,27.38
3,655687,Caribbean,Peppermint White Chocolate Fudge,Carbohydrates,44g,False,15.0
4,655687,Caribbean,Peppermint White Chocolate Fudge,Sugar,33g,True,37.07
5,655687,Caribbean,Peppermint White Chocolate Fudge,Cholesterol,72mg,False,24.19
6,655687,Caribbean,Peppermint White Chocolate Fudge,Sodium,289mg,False,12.61
0,367144,Caribbean,Candy Cane Fudge,Calories,812k,False,40.65
1,367144,Caribbean,Candy Cane Fudge,Fat,48g,False,74.05
2,367144,Caribbean,Candy Cane Fudge,Saturated Fat,15g,True,99.8
3,367144,Caribbean,Candy Cane Fudge,Carbohydrates,79g,False,26.54
4,367144,Caribbean,Candy Cane Fudge,Sugar,13g,True,14.82
5,367144,Caribbean,Candy Cane Fudge,Cholesterol,36mg,False,12.05
6,367144,Caribbean,Candy Cane Fudge,Sodium,530mg,False,23.05
0,623958,Caribbean,Chocolate Peppermint Oreo Fudge,Calories,408k,False,20.44
1,623958,Caribbean,Chocolate Peppermint Oreo Fudge,Fat,2g,False,4.1
2,623958,Caribbean,Chocolate Peppermint Oreo Fudge,Saturated Fat,0.46g,True,2.89
3,623958,Caribbean,Chocolate Peppermint Oreo Fudge,Carbohydrates,85g,False,28.36
4,623958,Caribbean,Chocolate Peppermint Oreo Fudge,Sugar,21g,True,24.33
5,623958,Caribbean,Chocolate Peppermint Oreo Fudge,Cholesterol,0.64mg,False,0.21
6,623958,Caribbean,Chocolate Peppermint Oreo Fudge,Sodium,936mg,False,40.72
0,629137,Caribbean,Royal Caribbean’s Coconut Ranger Cookies,Calories,1137k,False,56.87
1,629137,Caribbean,Royal Caribbean’s Coconut Ranger Cookies,Fat,87g,False,134.38
2,629137,Caribbean,Royal Caribbean’s Coconut Ranger Cookies,Saturated Fat,22g,True,140.41
3,629137,Caribbean,Royal Caribbean’s Coconut Ranger Cookies,Carbohydrates,43g,False,14.55
4,629137,Caribbean,Royal Caribbean’s Coconut Ranger Cookies,Sugar,16g,True,18.52
5,629137,Caribbean,Royal Caribbean’s Coconut Ranger Cookies,Cholesterol,161mg,False,53.68
6,629137,Caribbean,Royal Caribbean’s Coconut Ranger Cookies,Sodium,1057mg,False,45.99
0,1581243,Caribbean,Candy Cane Martini,Calories,203k,False,10.18
1,1581243,Caribbean,Candy Cane Martini,Fat,3g,False,5.19
2,1581243,Caribbean,Candy Cane Martini,Saturated Fat,1g,True,6.64
3,1581243,Caribbean,Candy Cane Martini,Carbohydrates,10g,False,3.46
4,1581243,Caribbean,Candy Cane Martini,Sugar,5g,True,5.56
5,1581243,Caribbean,Candy Cane Martini,Cholesterol,85mg,False,28.35
6,1581243,Caribbean,Candy Cane Martini,Sodium,123mg,False,5.37
0,1567409,Caribbean,Peppermint Oreo Fudge,Calories,316k,False,15.81
1,1567409,Caribbean,Peppermint Oreo Fudge,Fat,15g,False,24.16
2,1567409,Caribbean,Peppermint Oreo Fudge,Saturated Fat,3g,True,19.61
3,1567409,Caribbean,Peppermint Oreo Fudge,Carbohydrates,1g,False,0.61
4,1567409,Caribbean,Peppermint Oreo Fudge,Sugar,0.17g,True,0.18
5,1567409,Caribbean,Peppermint Oreo Fudge,Cholesterol,64mg,False,21.53
6,1567409,Caribbean,Peppermint Oreo Fudge,Sodium,262mg,False,11.41
0,700899,Caribbean,Peppermint Bark Pretzels,Calories,817k,False,40.87
1,700899,Caribbean,Peppermint Bark Pretzels,Fat,22g,False,35.05
2,700899,Caribbean,Peppermint Bark Pretzels,Saturated Fat,9g,True,59.31
3,700899,Caribbean,Peppermint Bark Pretzels,Carbohydrates,95g,False,31.95
4,700899,Caribbean,Peppermint Bark Pretzels,Sugar,7g,True,8.79
5,700899,Caribbean,Peppermint Bark Pretzels,Cholesterol,146mg,False,48.73
6,700899,Caribbean,Peppermint Bark Pretzels,Sodium,288mg,False,12.56
0,490191,Caribbean,Swanky Caribbean Lemonade,Calories,318k,False,15.91
1,490191,Caribbean,Swanky Caribbean Lemonade,Fat,13g,False,20.29
2,490191,Caribbean,Swanky Caribbean Lemonade,Saturated Fat,2g,True,13.94
3,490191,Caribbean,Swanky Caribbean Lemonade,Carbohydrates,14g,False,4.88
4,490191,Caribbean,Swanky Caribbean Lemonade,Sugar,10g,True,11.73
5,490191,Caribbean,Swanky Caribbean Lemonade,Cholesterol,93mg,False,31.18
6,490191,Caribbean,Swanky Caribbean Lemonade,Sodium,225mg,False,9.81
0,580390,Caribbean,Caribbean Painkiller,Calories,489k,False,24.47
1,580390,Caribbean,Caribbean Painkiller,Fat,20g,False,30.8
2,580390,Caribbean,Caribbean Painkiller,Saturated Fat,3g,True,18.88
3,580390,Caribbean,Caribbean Painkiller,Carbohydrates,46g,False,15.34
4,580390,Caribbean,Caribbean Painkiller,Sugar,27g,True,31.0
5,580390,Caribbean,Caribbean Painkiller,Cholesterol,98mg,False,32.76
6,580390,Caribbean,Caribbean Painkiller,Sodium,625mg,False,27.19
0,954367,Caribbean,White Chocolate Peppermint Fudge,Calories,239k,False,11.99
1,954367,Caribbean,White Chocolate Peppermint Fudge,Fat,2g,False,3.35
2,954367,Caribbean,White Chocolate Peppermint Fudge,Saturated Fat,0.38g,True,2.39
3,954367,Caribbean,White Chocolate Peppermint Fudge,Carbohydrates,47g,False,15.88
4,954367,Caribbean,White Chocolate Peppermint Fudge,Sugar,19g,True,21.41
5,954367,Caribbean,White Chocolate Peppermint Fudge,Cholesterol,0.0mg,False,0.0
6,954367,Caribbean,White Chocolate Peppermint Fudge,Sodium,953mg,False,41.44
0,176020,Caribbean,Candy Cane Cake,Calories,487k,False,24.35
1,176020,Caribbean,Candy Cane Cake,Fat,11g,False,18.18
2,176020,Caribbean,Candy Cane Cake,Saturated Fat,2g,True,15.5
3,176020,Caribbean,Candy Cane Cake,Carbohydrates,52g,False,17.59
4,176020,Caribbean,Candy Cane Cake,Sugar,17g,True,19.17
5,176020,Caribbean,Candy Cane Cake,Cholesterol,108mg,False,36.29
6,176020,Caribbean,Candy Cane Cake,Sodium,2126mg,False,92.44
0,211243,Caribbean,Witchy Cookies,Calories,96k,False,4.83
1,211243,Caribbean,Witchy Cookies,Fat,5g,False,9.07
2,211243,Caribbean,Witchy Cookies,Saturated Fat,0.47g,True,2.94
3,211243,Caribbean,Witchy Cookies,Carbohydrates,8g,False,2.99
4,211243,Caribbean,Witchy Cookies,Sugar,2g,True,2.28
5,211243,Caribbean,Witchy Cookies,Cholesterol,0.0mg,False,0.0
6,211243,Caribbean,Witchy Cookies,Sodium,56mg,False,2.47
0,170823,Caribbean,White Chocolate Peppermint Martini,Calories,548k,False,27.41
1,170823,Caribbean,White Chocolate Peppermint Martini,Fat,24g,False,38.0
2,170823,Caribbean,White Chocolate Peppermint Martini,Saturated Fat,5g,True,36.4
3,170823,Caribbean,White Chocolate Peppermint Martini,Carbohydrates,31g,False,10.35
4,170823,Caribbean,White Chocolate Peppermint Martini,Sugar,27g,True,30.27
5,170823,Caribbean,White Chocolate Peppermint Martini,Cholesterol,138mg,False,46.12
6,170823,Caribbean,White Chocolate Peppermint Martini,Sodium,907mg,False,39.43
0,446870,Caribbean,Melting Snowmen,Calories,515k,False,25.75
1,446870,Caribbean,Melting Snowmen,Fat,17g,False,26.37
2,446870,Caribbean,Melting Snowmen,Saturated Fat,3g,True,20.57
3,446870,Caribbean,Melting Snowmen,Carbohydrates,47g,False,15.98
4,446870,Caribbean,Melting Snowmen,Sugar,5g,True,6.08
5,446870,Caribbean,Melting Snowmen,Cholesterol,100mg,False,33.46
6,446870,Caribbean,Melting Snowmen,Sodium,424mg,False,18.45
0,620809,Caribbean,Candy Cane Fudge,Calories,710k,False,35.5
1,620809,Caribbean,Candy Cane Fudge,Fat,29g,False,44.76
2,620809,Caribbean,Candy Cane Fudge,Saturated Fat,8g,True,53.17
3,620809,Caribbean,Candy Cane Fudge,Carbohydrates,46g,False,15.38
4,620809,Caribbean,Candy Cane Fudge,Sugar,21g,True,23.8
5,620809,Caribbean,Candy Cane Fudge,Cholesterol,178mg,False,59.53
6,620809,Caribbean,Candy Cane Fudge,Sodium,507mg,False,22.05
7,620809,Caribbean,Candy Cane Fudge,Alcohol,3g,False,17.67
0,531005,Caribbean,Double Chocolate Peppermint Bark,Calories,443k,False,22.19
1,531005,Caribbean,Double Chocolate Peppermint Bark,Fat,8g,False,13.5
2,531005,Caribbean,Double Chocolate Peppermint Bark,Saturated Fat,1g,True,8.72
3,531005,Caribbean,Double Chocolate Peppermint Bark,Carbohydrates,76g,False,25.4
4,531005,Caribbean,Double Chocolate Peppermint Bark,Sugar,22g,True,24.95
5,531005,Caribbean,Double Chocolate Peppermint Bark,Cholesterol,0.0mg,False,0.0
6,531005,Caribbean,Double Chocolate Peppermint Bark,Sodium,226mg,False,9.84
0,1525987,Caribbean,Frosé Wine Slushies,Calories,558k,False,27.92
1,1525987,Caribbean,Frosé Wine Slushies,Fat,28g,False,43.45
2,1525987,Caribbean,Frosé Wine Slushies,Saturated Fat,4g,True,25.91
3,1525987,Caribbean,Frosé Wine Slushies,Carbohydrates,54g,False,18.31
4,1525987,Caribbean,Frosé Wine Slushies,Sugar,33g,True,37.29
5,1525987,Caribbean,Frosé Wine Slushies,Cholesterol,54mg,False,18.14
6,1525987,Caribbean,Frosé Wine Slushies,Sodium,985mg,False,42.83
0,1113277,Caribbean,Switchel (Caribbean Honey Ginger Drink),Calories,589k,False,29.47
1,1113277,Caribbean,Switchel (Caribbean Honey Ginger Drink),Fat,14g,False,22.49
2,1113277,Caribbean,Switchel (Caribbean Honey Ginger Drink),Saturated Fat,2g,True,16.36
3,1113277,Caribbean,Switchel (Caribbean Honey Ginger Drink),Carbohydrates,82g,False,27.65
4,1113277,Caribbean,Switchel (Caribbean Honey Ginger Drink),Sugar,35g,True,39.39
5,1113277,Caribbean,Switchel (Caribbean Honey Ginger Drink),Cholesterol,72mg,False,24.19
6,1113277,Caribbean,Switchel (Caribbean Honey Ginger Drink),Sodium,2170mg,False,94.36
0,375740,Caribbean,Makeover Frozen Grasshopper Torte,Calories,334k,False,16.7
1,375740,Caribbean,Makeover Frozen Grasshopper Torte,Fat,18g,False,28.15
2,375740,Caribbean,Makeover Frozen Grasshopper Torte,Saturated Fat,7g,True,45.93
3,375740,Caribbean,Makeover Frozen Grasshopper Torte,Carbohydrates,18g,False,6.07
4,375740,Caribbean,Makeover Frozen Grasshopper Torte,Sugar,7g,True,8.54
5,375740,Caribbean,Makeover Frozen Grasshopper Torte,Cholesterol,85mg,False,28.5
6,375740,Caribbean,Makeover Frozen Grasshopper Torte,Sodium,738mg,False,32.1
0,271576,Caribbean,Chocolate-Mint Parfait,Calories,401k,False,20.1
1,271576,Caribbean,Chocolate-Mint Parfait,Fat,7g,False,10.86
2,271576,Caribbean,Chocolate-Mint Parfait,Saturated Fat,1g,True,8.66
3,271576,Caribbean,Chocolate-Mint Parfait,Carbohydrates,56g,False,18.94
4,271576,Caribbean,Chocolate-Mint Parfait,Sugar,6g,True,6.83
5,271576,Caribbean,Chocolate-Mint Parfait,Cholesterol,35mg,False,11.91
6,271576,Caribbean,Chocolate-Mint Parfait,Sodium,473mg,False,20.58
0,1570323,Caribbean,Peppermint Cookies,Calories,441k,False,22.1
1,1570323,Caribbean,Peppermint Cookies,Fat,22g,False,34.57
2,1570323,Caribbean,Peppermint Cookies,Saturated Fat,8g,True,51.52
3,1570323,Caribbean,Peppermint Cookies,Carbohydrates,27g,False,9.06
4,1570323,Caribbean,Peppermint Cookies,Sugar,13g,True,15.49
5,1570323,Caribbean,Peppermint Cookies,Cholesterol,104mg,False,34.78
6,1570323,Caribbean,Peppermint Cookies,Sodium,767mg,False,33.37
7,1570323,Caribbean,Peppermint Cookies,Alcohol,2g,False,11.44
0,1567713,Caribbean,Oreo Peppermint Bark,Calories,231k,False,11.59
1,1567713,Caribbean,Oreo Peppermint Bark,Fat,4g,False,7.44
2,1567713,Caribbean,Oreo Peppermint Bark,Saturated Fat,0.81g,True,5.08
3,1567713,Caribbean,Oreo Peppermint Bark,Carbohydrates,17g,False,5.96
4,1567713,Caribbean,Oreo Peppermint Bark,Sugar,11g,True,12.37
5,1567713,Caribbean,Oreo Peppermint Bark,Cholesterol,103mg,False,34.49
6,1567713,Caribbean,Oreo Peppermint Bark,Sodium,731mg,False,31.79
0,951439,Caribbean,Peppermint Bark,Calories,379k,False,18.96
1,951439,Caribbean,Peppermint Bark,Fat,10g,False,15.77
2,951439,Caribbean,Peppermint Bark,Saturated Fat,1g,True,11.98
3,951439,Caribbean,Peppermint Bark,Carbohydrates,20g,False,6.96
4,951439,Caribbean,Peppermint Bark,Sugar,14g,True,15.66
5,951439,Caribbean,Peppermint Bark,Cholesterol,144mg,False,48.21
6,951439,Caribbean,Peppermint Bark,Sodium,290mg,False,12.65
0,265973,Caribbean,Frozen Peppermint Pie,Calories,438k,False,21.93
1,265973,Caribbean,Frozen Peppermint Pie,Fat,22g,False,33.86
2,265973,Caribbean,Frozen Peppermint Pie,Saturated Fat,9g,True,60.22
3,265973,Caribbean,Frozen Peppermint Pie,Carbohydrates,27g,False,9.11
4,265973,Caribbean,Frozen Peppermint Pie,Sugar,6g,True,7.54
5,265973,Caribbean,Frozen Peppermint Pie,Cholesterol,92mg,False,30.74
6,265973,Caribbean,Frozen Peppermint Pie,Sodium,449mg,False,19.56
0,157751,Caribbean,Peppermint Grasshopper Torte,Calories,421k,False,21.07
1,157751,Caribbean,Peppermint Grasshopper Torte,Fat,22g,False,34.17
2,157751,Caribbean,Peppermint Grasshopper Torte,Saturated Fat,5g,True,33.19
3,157751,Caribbean,Peppermint Grasshopper Torte,Carbohydrates,9g,False,3.04
4,157751,Caribbean,Peppermint Grasshopper Torte,Sugar,4g,True,4.57
5,157751,Caribbean,Peppermint Grasshopper Torte,Cholesterol,560mg,False,186.86
6,157751,Caribbean,Peppermint Grasshopper Torte,Sodium,382mg,False,16.64
0,399120,Caribbean,Peppermint Candy,Calories,557k,False,27.88
1,399120,Caribbean,Peppermint Candy,Fat,6g,False,10.57
2,399120,Caribbean,Peppermint Candy,Saturated Fat,1g,True,8.89
3,399120,Caribbean,Peppermint Candy,Carbohydrates,55g,False,18.56
4,399120,Caribbean,Peppermint Candy,Sugar,33g,True,36.9
5,399120,Caribbean,Peppermint Candy,Cholesterol,144mg,False,48.3
6,399120,Caribbean,Peppermint Candy,Sodium,451mg,False,19.63
7,399120,Caribbean,Peppermint Candy,Alcohol,10g,False,55.67
0,372589,Caribbean,Grilled Jerk Chicken Wings,Calories,419k,False,20.96
1,372589,Caribbean,Grilled Jerk Chicken Wings,Fat,10g,False,15.9
2,372589,Caribbean,Grilled Jerk Chicken Wings,Saturated Fat,3g,True,23.83
3,372589,Caribbean,Grilled Jerk Chicken Wings,Carbohydrates,39g,False,13.21
4,372589,Caribbean,Grilled Jerk Chicken Wings,Sugar,10g,True,11.75
5,372589,Caribbean,Grilled Jerk Chicken Wings,Cholesterol,102mg,False,34.02
6,372589,Caribbean,Grilled Jerk Chicken Wings,Sodium,625mg,False,27.2
0,60467,Caribbean,Candy 'n Balloon Birthday Cake,Calories,493k,False,24.7
1,60467,Caribbean,Candy 'n Balloon Birthday Cake,Fat,11g,False,18.19
2,60467,Caribbean,Candy 'n Balloon Birthday Cake,Saturated Fat,3g,True,24.74
3,60467,Caribbean,Candy 'n Balloon Birthday Cake,Carbohydrates,39g,False,13.2
4,60467,Caribbean,Candy 'n Balloon Birthday Cake,Sugar,6g,True,7.57
5,60467,Caribbean,Candy 'n Balloon Birthday Cake,Cholesterol,140mg,False,46.87
6,60467,Caribbean,Candy 'n Balloon Birthday Cake,Sodium,484mg,False,21.08
0,595165,Caribbean,Chocolate Cookie Candy Pretzel Bark,Calories,504k,False,25.21
1,595165,Caribbean,Chocolate Cookie Candy Pretzel Bark,Fat,15g,False,23.32
2,595165,Caribbean,Chocolate Cookie Candy Pretzel Bark,Saturated Fat,2g,True,16.35
3,595165,Caribbean,Chocolate Cookie Candy Pretzel Bark,Carbohydrates,38g,False,12.91
4,595165,Caribbean,Chocolate Cookie Candy Pretzel Bark,Sugar,19g,True,21.82
5,595165,Caribbean,Chocolate Cookie Candy Pretzel Bark,Cholesterol,144mg,False,48.21
6,595165,Caribbean,Chocolate Cookie Candy Pretzel Bark,Sodium,612mg,False,26.64
0,1156835,Caribbean,Peppermint Bark,Calories,582k,False,29.1
1,1156835,Caribbean,Peppermint Bark,Fat,24g,False,38.19
2,1156835,Caribbean,Peppermint Bark,Saturated Fat,18g,True,112.55
3,1156835,Caribbean,Peppermint Bark,Carbohydrates,54g,False,18.05
4,1156835,Caribbean,Peppermint Bark,Sugar,9g,True,10.64
5,1156835,Caribbean,Peppermint Bark,Cholesterol,84mg,False,28.12
6,1156835,Caribbean,Peppermint Bark,Sodium,360mg,False,15.66
0,264860,Caribbean,Caribbean Jerk Chicken Wings,Calories,448k,False,22.43
1,264860,Caribbean,Caribbean Jerk Chicken Wings,Fat,11g,False,17.06
2,264860,Caribbean,Caribbean Jerk Chicken Wings,Saturated Fat,2g,True,13.71
3,264860,Caribbean,Caribbean Jerk Chicken Wings,Carbohydrates,12g,False,4.02
