badNutrition,goodNutrition,id,title,cuisine
"[{'title': 'Calories', 'amount': '338k', 'indented': False, 'percentOfDailyNeeds': 16.93}, {'title': 'Fat', 'amount': '8g', 'indented': False, 'percentOfDailyNeeds': 13.79}, {'title': 'Saturated Fat', 'amount': '2g', 'indented': True, 'percentOfDailyNeeds': 13.93}, {'title': 'Carbohydrates', 'amount': '54g', 'indented': False, 'percentOfDailyNeeds': 18}, {'title': 'Sugar', 'amount': '10g', 'indented': True, 'percentOfDailyNeeds': 12.22}, {'title': 'Cholesterol', 'amount': '7mg', 'indented': False, 'percentOfDailyNeeds': 2.36}, {'title': 'Sodium', 'amount': '1492mg', 'indented': False, 'percentOfDailyNeeds': 64.87}]","[{'title': 'Protein', 'amount': '15g', 'indented': False, 'percentOfDailyNeeds': 31.47}, {'title': 'Vitamin A', 'amount': '5906IU', 'indented': False, 'percentOfDailyNeeds': 118.13}, {'title': 'Fiber', 'amount': '18g', 'indented': False, 'percentOfDailyNeeds': 74.36}, {'title': 'Vitamin C', 'amount': '55mg', 'indented': False, 'percentOfDailyNeeds': 67.34}, {'title': 'Manganese', 'amount': '1mg', 'indented': False, 'percentOfDailyNeeds': 51.22}, {'title': 'Iron', 'amount': '6mg', 'indented': False, 'percentOfDailyNeeds': 38.4}, {'title': 'Potassium', 'amount': '1308mg', 'indented': False, 'percentOfDailyNeeds': 37.38}, {'title': 'Folate', 'amount': '148µg', 'indented': False, 'percentOfDailyNeeds': 37.05}, {'title': 'Copper', 'amount': '0.7mg', 'indented': False, 'percentOfDailyNeeds': 35.08}, {'title': 'Phosphorus', 'amount': '309mg', 'indented': False, 'percentOfDailyNeeds': 30.91}, {'title': 'Vitamin E', 'amount': '4mg', 'indented': False, 'percentOfDailyNeeds': 30.89}, {'title': 'Magnesium', 'amount': '118mg', 'indented': False, 'percentOfDailyNeeds': 29.63}, {'title': 'Vitamin B6', 'amount': '0.57mg', 'indented': False, 'percentOfDailyNeeds': 28.59}, {'title': 'Vitamin B1', 'amount': '0.39mg', 'indented': False, 'percentOfDailyNeeds': 26.25}, {'title': 'Vitamin K', 'amount': '25µg', 'indented': False, 'percentOfDailyNeeds': 24.07}, {'title': 'Vitamin B2', 'amount': '0.36mg', 'indented': False, 'percentOfDailyNeeds': 20.93}, {'title': 'Calcium', 'amount': '183mg', 'indented': False, 'percentOfDailyNeeds': 18.38}, {'title': 'Vitamin B3', 'amount': '3mg', 'indented': False, 'percentOfDailyNeeds': 18.25}, {'title': 'Zinc', 'amount': '1mg', 'indented': False, 'percentOfDailyNeeds': 12.85}, {'title': 'Vitamin B5', 'amount': '1mg', 'indented': False, 'percentOfDailyNeeds': 10.16}, {'title': 'Selenium', 'amount': '4µg', 'indented': False, 'percentOfDailyNeeds': 5.98}]",247858,Black Bean and Quinoa Chili,American
"[{'title': 'Calories', 'amount': '235k', 'indented': False, 'percentOfDailyNeeds': 11.75}, {'title': 'Fat', 'amount': '4g', 'indented': False, 'percentOfDailyNeeds': 6.9}, {'title': 'Saturated Fat', 'amount': '2g', 'indented': True, 'percentOfDailyNeeds': 15.41}, {'title': 'Carbohydrates', 'amount': '47g', 'indented': False, 'percentOfDailyNeeds': 15.85}, {'title': 'Sugar', 'amount': '8g', 'indented': True, 'percentOfDailyNeeds': 9.61}, {'title': 'Cholesterol', 'amount': '0.0mg', 'indented': False, 'percentOfDailyNeeds': 0}, {'title': 'Sodium', 'amount': '41mg', 'indented': False, 'percentOfDailyNeeds': 1.8}]","[{'title': 'Protein', 'amount': '8g', 'indented': False, 'percentOfDailyNeeds': 16.45}, {'title': 'Vitamin A', 'amount': '39862IU', 'indented': False, 'percentOfDailyNeeds': 797.25}, {'title': 'Vitamin C', 'amount': '78mg', 'indented': False, 'percentOfDailyNeeds': 95.53}, {'title': 'Manganese', 'amount': '1mg', 'indented': False, 'percentOfDailyNeeds': 67.3}, {'title': 'Potassium', 'amount': '1473mg', 'indented': False, 'percentOfDailyNeeds': 42.09}, {'title': 'Fiber', 'amount': '9g', 'indented': False, 'percentOfDailyNeeds': 37.47}, {'title': 'Vitamin E', 'amount': '5mg', 'indented': False, 'percentOfDailyNeeds': 36.11}, {'title': 'Magnesium', 'amount': '137mg', 'indented': False, 'percentOfDailyNeeds': 34.3}, {'title': 'Vitamin B6', 'amount': '0.62mg', 'indented': False, 'percentOfDailyNeeds': 30.77}, {'title': 'Folate', 'amount': '112µg', 'indented': False, 'percentOfDailyNeeds': 28.06}, {'title': 'Vitamin B1', 'amount': '0.41mg', 'indented': False, 'percentOfDailyNeeds': 27.49}, {'title': 'Vitamin B3', 'amount': '5mg', 'indented': False, 'percentOfDailyNeeds': 27.24}, {'title': 'Copper', 'amount': '0.46mg', 'indented': False, 'percentOfDailyNeeds': 22.93}, {'title': 'Calcium', 'amount': '192mg', 'indented': False, 'percentOfDailyNeeds': 19.23}, {'title': 'Iron', 'amount': '3mg', 'indented': False, 'percentOfDailyNeeds': 17.87}, {'title': 'Phosphorus', 'amount': '172mg', 'indented': False, 'percentOfDailyNeeds': 17.27}, {'title': 'Vitamin B5', 'amount': '1mg', 'indented': False, 'percentOfDailyNeeds': 16.77}, {'title': 'Vitamin B2', 'amount': '0.16mg', 'indented': False, 'percentOfDailyNeeds': 9.31}, {'title': 'Selenium', 'amount': '6µg', 'indented': False, 'percentOfDailyNeeds': 9.11}, {'title': 'Zinc', 'amount': '1mg', 'indented': False, 'percentOfDailyNeeds': 7.4}, {'title': 'Vitamin K', 'amount': '4µg', 'indented': False, 'percentOfDailyNeeds': 3.94}]",560598,Sweet Potato Quinoa Black Bean Burgers,American
"[{'title': 'Calories', 'amount': '182k', 'indented': False, 'percentOfDailyNeeds': 9.13}, {'title': 'Fat', 'amount': '16g', 'indented': False, 'percentOfDailyNeeds': 25.58}, {'title': 'Saturated Fat', 'amount': '2g', 'indented': True, 'percentOfDailyNeeds': 14.28}, {'title': 'Carbohydrates', 'amount': '8g', 'indented': False, 'percentOfDailyNeeds': 2.68}, {'title': 'Sugar', 'amount': '1g', 'indented': True, 'percentOfDailyNeeds': 1.58}, {'title': 'Cholesterol', 'amount': '0.0mg', 'indented': False, 'percentOfDailyNeeds': 0}, {'title': 'Sodium', 'amount': '298mg', 'indented': False, 'percentOfDailyNeeds': 12.98}]","[{'title': 'Protein', 'amount': '4g', 'indented': False, 'percentOfDailyNeeds': 8.84}, {'title': 'Vitamin K', 'amount': '534µg', 'indented': False, 'percentOfDailyNeeds': 509.28}, {'title': 'Vitamin A', 'amount': '14811IU', 'indented': False, 'percentOfDailyNeeds': 296.24}, {'title': 'Vitamin C', 'amount': '126mg', 'indented': False, 'percentOfDailyNeeds': 153.57}, {'title': 'Manganese', 'amount': '0.96mg', 'indented': False, 'percentOfDailyNeeds': 47.88}, {'title': 'Calcium', 'amount': '350mg', 'indented': False, 'percentOfDailyNeeds': 35.02}, {'title': 'Vitamin B2', 'amount': '0.5mg', 'indented': False, 'percentOfDailyNeeds': 29.54}, {'title': 'Vitamin E', 'amount': '4mg', 'indented': False, 'percentOfDailyNeeds': 28.4}, {'title': 'Fiber', 'amount': '6g', 'indented': False, 'percentOfDailyNeeds': 26.94}, {'title': 'Folate', 'amount': '85µg', 'indented': False, 'percentOfDailyNeeds': 21.44}, {'title': 'Potassium', 'amount': '545mg', 'indented': False, 'percentOfDailyNeeds': 15.59}, {'title': 'Iron', 'amount': '2mg', 'indented': False, 'percentOfDailyNeeds': 15.14}, {'title': 'Vitamin B6', 'amount': '0.29mg', 'indented': False, 'percentOfDailyNeeds': 14.39}, {'title': 'Magnesium', 'amount': '50mg', 'indented': False, 'percentOfDailyNeeds': 12.56}, {'title': 'Vitamin B1', 'amount': '0.16mg', 'indented': False, 'percentOfDailyNeeds': 10.87}, {'title': 'Vitamin B3', 'amount': '1mg', 'indented': False, 'percentOfDailyNeeds': 9.94}, {'title': 'Phosphorus', 'amount': '85mg', 'indented': False, 'percentOfDailyNeeds': 8.56}, {'title': 'Copper', 'amount': '0.1mg', 'indented': False, 'percentOfDailyNeeds': 4.93}, {'title': 'Zinc', 'amount': '0.66mg', 'indented': False, 'percentOfDailyNeeds': 4.39}, {'title': 'Selenium', 'amount': '1µg', 'indented': False, 'percentOfDailyNeeds': 2.56}, {'title': 'Vitamin B5', 'amount': '0.14mg', 'indented': False, 'percentOfDailyNeeds': 1.4}]",594589,Lightened Up Kale Caesar Salad,American
"[{'title': 'Calories', 'amount': '488k', 'indented': False, 'percentOfDailyNeeds': 24.41}, {'title': 'Fat', 'amount': '29g', 'indented': False, 'percentOfDailyNeeds': 45.41}, {'title': 'Saturated Fat', 'amount': '5g', 'indented': True, 'percentOfDailyNeeds': 33.18}, {'title': 'Carbohydrates', 'amount': '43g', 'indented': False, 'percentOfDailyNeeds': 14.54}, {'title': 'Sugar', 'amount': '26g', 'indented': True, 'percentOfDailyNeeds': 29.45}, {'title': 'Cholesterol', 'amount': '204mg', 'indented': False, 'percentOfDailyNeeds': 68}, {'title': 'Sodium', 'amount': '284mg', 'indented': False, 'percentOfDailyNeeds': 12.37}]","[{'title': 'Protein', 'amount': '17g', 'indented': False, 'percentOfDailyNeeds': 35.4}, {'title': 'Vitamin A', 'amount': '15401IU', 'indented': False, 'percentOfDailyNeeds': 308.02}, {'title': 'Vitamin K', 'amount': '171µg', 'indented': False, 'percentOfDailyNeeds': 163.2}, {'title': 'Folate', 'amount': '302µg', 'indented': False, 'percentOfDailyNeeds': 75.52}, {'title': 'Vitamin C', 'amount': '60mg', 'indented': False, 'percentOfDailyNeeds': 73.34}, {'title': 'Fiber', 'amount': '13g', 'indented': False, 'percentOfDailyNeeds': 52.02}, {'title': 'Potassium', 'amount': '1272mg', 'indented': False, 'percentOfDailyNeeds': 36.37}, {'title': 'Vitamin B2', 'amount': '0.59mg', 'indented': False, 'percentOfDailyNeeds': 34.49}, {'title': 'Vitamin B6', 'amount': '0.69mg', 'indented': False, 'percentOfDailyNeeds': 34.31}, {'title': 'Selenium', 'amount': '22µg', 'indented': False, 'percentOfDailyNeeds': 32.43}, {'title': 'Vitamin B5', 'amount': '2mg', 'indented': False, 'percentOfDailyNeeds': 29.15}, {'title': 'Phosphorus', 'amount': '269mg', 'indented': False, 'percentOfDailyNeeds': 26.94}, {'title': 'Manganese', 'amount': '0.51mg', 'indented': False, 'percentOfDailyNeeds': 25.66}, {'title': 'Vitamin B3', 'amount': '4mg', 'indented': False, 'percentOfDailyNeeds': 24.92}, {'title': 'Vitamin E', 'amount': '3mg', 'indented': False, 'percentOfDailyNeeds': 22.48}, {'title': 'Vitamin B1', 'amount': '0.32mg', 'indented': False, 'percentOfDailyNeeds': 21.05}, {'title': 'Magnesium', 'amount': '81mg', 'indented': False, 'percentOfDailyNeeds': 20.4}, {'title': 'Copper', 'amount': '0.37mg', 'indented': False, 'percentOfDailyNeeds': 18.29}, {'title': 'Iron', 'amount': '3mg', 'indented': False, 'percentOfDailyNeeds': 17.6}, {'title': 'Calcium', 'amount': '157mg', 'indented': False, 'percentOfDailyNeeds': 15.78}, {'title': 'Zinc', 'amount': '2mg', 'indented': False, 'percentOfDailyNeeds': 13.6}, {'title': 'Vitamin B12', 'amount': '0.62µg', 'indented': False, 'percentOfDailyNeeds': 10.38}, {'title': 'Vitamin D', 'amount': '1µg', 'indented': False, 'percentOfDailyNeeds': 7.33}]",480013,Meatless Monday: Vegetarian Kale Caesar Salad,American
"[{'title': 'Calories', 'amount': '603k', 'indented': False, 'percentOfDailyNeeds': 30.17}, {'title': 'Fat', 'amount': '10g', 'indented': False, 'percentOfDailyNeeds': 15.9}, {'title': 'Saturated Fat', 'amount': '4g', 'indented': True, 'percentOfDailyNeeds': 30.82}, {'title': 'Carbohydrates', 'amount': '29g', 'indented': False, 'percentOfDailyNeeds': 9.94}, {'title': 'Sugar', 'amount': '23g', 'indented': True, 'percentOfDailyNeeds': 26.43}, {'title': 'Cholesterol', 'amount': '282mg', 'indented': False, 'percentOfDailyNeeds': 94.17}, {'title': 'Sodium', 'amount': '864mg', 'indented': False, 'percentOfDailyNeeds': 37.59}]","[{'title': 'Protein', 'amount': '91g', 'indented': False, 'percentOfDailyNeeds': 182.83}, {'title': 'Zinc', 'amount': '21mg', 'indented': False, 'percentOfDailyNeeds': 144.96}, {'title': 'Vitamin B12', 'amount': '7µg', 'indented': False, 'percentOfDailyNeeds': 127.5}, {'title': 'Vitamin B2', 'amount': '1mg', 'indented': False, 'percentOfDailyNeeds': 99.02}, {'title': 'Vitamin B3', 'amount': '19mg', 'indented': False, 'percentOfDailyNeeds': 95.08}, {'title': 'Iron', 'amount': '13mg', 'indented': False, 'percentOfDailyNeeds': 72.31}, {'title': 'Phosphorus', 'amount': '669mg', 'indented': False, 'percentOfDailyNeeds': 66.99}, {'title': 'Selenium', 'amount': '45µg', 'indented': False, 'percentOfDailyNeeds': 64.95}, {'title': 'Vitamin B6', 'amount': '1mg', 'indented': False, 'percentOfDailyNeeds': 64.04}, {'title': 'Copper', 'amount': '0.77mg', 'indented': False, 'percentOfDailyNeeds': 38.5}, {'title': 'Potassium', 'amount': '956mg', 'indented': False, 'percentOfDailyNeeds': 27.33}, {'title': 'Vitamin B5', 'amount': '2mg', 'indented': False, 'percentOfDailyNeeds': 26.92}, {'title': 'Vitamin B1', 'amount': '0.4mg', 'indented': False, 'percentOfDailyNeeds': 26.82}, {'title': 'Magnesium', 'amount': '79mg', 'indented': False, 'percentOfDailyNeeds': 19.95}, {'title': 'Vitamin E', 'amount': '2mg', 'indented': False, 'percentOfDailyNeeds': 16.32}, {'title': 'Manganese', 'amount': '0.19mg', 'indented': False, 'percentOfDailyNeeds': 9.43}, {'title': 'Folate', 'amount': '28µg', 'indented': False, 'percentOfDailyNeeds': 7.25}, {'title': 'Vitamin K', 'amount': '5µg', 'indented': False, 'percentOfDailyNeeds': 4.83}, {'title': 'Calcium', 'amount': '42mg', 'indented': False, 'percentOfDailyNeeds': 4.22}, {'title': 'Vitamin A', 'amount': '160IU', 'indented': False, 'percentOfDailyNeeds': 3.21}, {'title': 'Fiber', 'amount': '0.69g', 'indented': False, 'percentOfDailyNeeds': 2.74}, {'title': 'Vitamin C', 'amount': '1mg', 'indented': False, 'percentOfDailyNeeds': 1.28}]",227961,Cajun Spiced Black Bean and Sweet Potato Burgers,American
"[{'title': 'Calories', 'amount': '344k', 'indented': False, 'percentOfDailyNeeds': 17.22}, {'title': 'Fat', 'amount': '5g', 'indented': False, 'percentOfDailyNeeds': 9.1}, {'title': 'Saturated Fat', 'amount': '0.9g', 'indented': True, 'percentOfDailyNeeds': 5.61}, {'title': 'Carbohydrates', 'amount': '60g', 'indented': False, 'percentOfDailyNeeds': 20.26}, {'title': 'Sugar', 'amount': '7g', 'indented': True, 'percentOfDailyNeeds': 8.36}, {'title': 'Cholesterol', 'amount': '0.0mg', 'indented': False, 'percentOfDailyNeeds': 0}, {'title': 'Sodium', 'amount': '1266mg', 'indented': False, 'percentOfDailyNeeds': 55.05}]","[{'title': 'Protein', 'amount': '16g', 'indented': False, 'percentOfDailyNeeds': 32.62}, {'title': 'Vitamin A', 'amount': '10686IU', 'indented': False, 'percentOfDailyNeeds': 213.73}, {'title': 'Fiber', 'amount': '20g', 'indented': False, 'percentOfDailyNeeds': 80.8}, {'title': 'Manganese', 'amount': '0.99mg', 'indented': False, 'percentOfDailyNeeds': 49.64}, {'title': 'Iron', 'amount': '7mg', 'indented': False, 'percentOfDailyNeeds': 43.46}, {'title': 'Folate', 'amount': '155µg', 'indented': False, 'percentOfDailyNeeds': 38.83}, {'title': 'Copper', 'amount': '0.74mg', 'indented': False, 'percentOfDailyNeeds': 37.17}, {'title': 'Potassium', 'amount': '1289mg', 'indented': False, 'percentOfDailyNeeds': 36.84}, {'title': 'Phosphorus', 'amount': '321mg', 'indented': False, 'percentOfDailyNeeds': 32.13}, {'title': 'Magnesium', 'amount': '126mg', 'indented': False, 'percentOfDailyNeeds': 31.65}, {'title': 'Vitamin B1', 'amount': '0.45mg', 'indented': False, 'percentOfDailyNeeds': 29.94}, {'title': 'Vitamin C', 'amount': '23mg', 'indented': False, 'percentOfDailyNeeds': 28.82}, {'title': 'Vitamin B6', 'amount': '0.57mg', 'indented': False, 'percentOfDailyNeeds': 28.26}, {'title': 'Vitamin B2', 'amount': '0.42mg', 'indented': False, 'percentOfDailyNeeds': 24.79}, {'title': 'Vitamin E', 'amount': '3mg', 'indented': False, 'percentOfDailyNeeds': 21.85}, {'title': 'Calcium', 'amount': '191mg', 'indented': False, 'percentOfDailyNeeds': 19.14}, {'title': 'Vitamin B3', 'amount': '3mg', 'indented': False, 'percentOfDailyNeeds': 15.96}, {'title': 'Zinc', 'amount': '1mg', 'indented': False, 'percentOfDailyNeeds': 12.89}, {'title': 'Vitamin K', 'amount': '13µg', 'indented': False, 'percentOfDailyNeeds': 12.49}, {'title': 'Vitamin B5', 'amount': '1mg', 'indented': False, 'percentOfDailyNeeds': 11.6}, {'title': 'Selenium', 'amount': '4µg', 'indented': False, 'percentOfDailyNeeds': 6.94}]",812564,Smoky Garlic Oven Fries,American
"[{'title': 'Calories', 'amount': '389k', 'indented': False, 'percentOfDailyNeeds': 19.49}, {'title': 'Fat', 'amount': '7g', 'indented': False, 'percentOfDailyNeeds': 10.91}, {'title': 'Saturated Fat', 'amount': '0.9g', 'indented': True, 'percentOfDailyNeeds': 5.6}, {'title': 'Carbohydrates', 'amount': '65g', 'indented': False, 'percentOfDailyNeeds': 21.82}, {'title': 'Sugar', 'amount': '14g', 'indented': True, 'percentOfDailyNeeds': 16.53}, {'title': 'Cholesterol', 'amount': '0.0mg', 'indented': False, 'percentOfDailyNeeds': 0}, {'title': 'Sodium', 'amount': '610mg', 'indented': False, 'percentOfDailyNeeds': 26.54}, {'title': 'Caffeine', 'amount': '3mg', 'indented': False, 'percentOfDailyNeeds': 1.03}]","[{'title': 'Protein', 'amount': '22g', 'indented': False, 'percentOfDailyNeeds': 45.81}, {'title': 'Fiber', 'amount': '27g', 'indented': False, 'percentOfDailyNeeds': 108.13}, {'title': 'Manganese', 'amount': '1mg', 'indented': False, 'percentOfDailyNeeds': 93.19}, {'title': 'Vitamin A', 'amount': '4448IU', 'indented': False, 'percentOfDailyNeeds': 88.97}, {'title': 'Folate', 'amount': '329µg', 'indented': False, 'percentOfDailyNeeds': 82.42}, {'title': 'Vitamin C', 'amount': '64mg', 'indented': False, 'percentOfDailyNeeds': 77.73}, {'title': 'Iron', 'amount': '9mg', 'indented': False, 'percentOfDailyNeeds': 51.25}, {'title': 'Vitamin B1', 'amount': '0.77mg', 'indented': False, 'percentOfDailyNeeds': 51.12}, {'title': 'Copper', 'amount': '0.99mg', 'indented': False, 'percentOfDailyNeeds': 49.32}, {'title': 'Vitamin B6', 'amount': '0.93mg', 'indented': False, 'percentOfDailyNeeds': 46.73}, {'title': 'Potassium', 'amount': '1598mg', 'indented': False, 'percentOfDailyNeeds': 45.66}, {'title': 'Phosphorus', 'amount': '442mg', 'indented': False, 'percentOfDailyNeeds': 44.26}, {'title': 'Magnesium', 'amount': '161mg', 'indented': False, 'percentOfDailyNeeds': 40.42}, {'title': 'Vitamin K', 'amount': '32µg', 'indented': False, 'percentOfDailyNeeds': 30.95}, {'title': 'Vitamin E', 'amount': '4mg', 'indented': False, 'percentOfDailyNeeds': 28.61}, {'title': 'Zinc', 'amount': '4mg', 'indented': False, 'percentOfDailyNeeds': 27.7}, {'title': 'Vitamin B3', 'amount': '5mg', 'indented': False, 'percentOfDailyNeeds': 25.62}, {'title': 'Vitamin B2', 'amount': '0.36mg', 'indented': False, 'percentOfDailyNeeds': 21.04}, {'title': 'Vitamin B5', 'amount': '2mg', 'indented': False, 'percentOfDailyNeeds': 20.58}, {'title': 'Calcium', 'amount': '172mg', 'indented': False, 'percentOfDailyNeeds': 17.23}, {'title': 'Selenium', 'amount': '7µg', 'indented': False, 'percentOfDailyNeeds': 11.1}]",718862,Cha Cha's White Chicken Chili,American
"[{'title': 'Calories', 'amount': '932k', 'indented': False, 'percentOfDailyNeeds': 46.62}, {'title': 'Fat', 'amount': '55g', 'indented': False, 'percentOfDailyNeeds': 85.83}, {'title': 'Saturated Fat', 'amount': '8g', 'indented': True, 'percentOfDailyNeeds': 54.3}, {'title': 'Carbohydrates', 'amount': '50g', 'indented': False, 'percentOfDailyNeeds': 16.95}, {'title': 'Sugar', 'amount': '12g', 'indented': True, 'percentOfDailyNeeds': 13.39}, {'title': 'Cholesterol', 'amount': '138mg', 'indented': False, 'percentOfDailyNeeds': 46.06}, {'title': 'Sodium', 'amount': '1698mg', 'indented': False, 'percentOfDailyNeeds': 73.83}]","[{'title': 'Protein', 'amount': '58g', 'indented': False, 'percentOfDailyNeeds': 117.76}, {'title': 'Selenium', 'amount': '99µg', 'indented': False, 'percentOfDailyNeeds': 142.83}, {'title': 'Vitamin K', 'amount': '143µg', 'indented': False, 'percentOfDailyNeeds': 136.21}, {'title': 'Vitamin B12', 'amount': '7µg', 'indented': False, 'percentOfDailyNeeds': 123.16}, {'title': 'Vitamin B3', 'amount': '24mg', 'indented': False, 'percentOfDailyNeeds': 120.95}, {'title': 'Vitamin B6', 'amount': '2mg', 'indented': False, 'percentOfDailyNeeds': 119.73}, {'title': 'Vitamin B2', 'amount': '1mg', 'indented': False, 'percentOfDailyNeeds': 76.09}, {'title': 'Vitamin B1', 'amount': '1mg', 'indented': False, 'percentOfDailyNeeds': 72.8}, {'title': 'Potassium', 'amount': '2343mg', 'indented': False, 'percentOfDailyNeeds': 66.96}, {'title': 'Phosphorus', 'amount': '665mg', 'indented': False, 'percentOfDailyNeeds': 66.57}, {'title': 'Folate', 'amount': '265µg', 'indented': False, 'percentOfDailyNeeds': 66.35}, {'title': 'Vitamin B5', 'amount': '5mg', 'indented': False, 'percentOfDailyNeeds': 56.39}, {'title': 'Vitamin C', 'amount': '44mg', 'indented': False, 'percentOfDailyNeeds': 53.8}, {'title': 'Copper', 'amount': '1mg', 'indented': False, 'percentOfDailyNeeds': 50.82}, {'title': 'Vitamin A', 'amount': '2475IU', 'indented': False, 'percentOfDailyNeeds': 49.51}, {'title': 'Fiber', 'amount': '12g', 'indented': False, 'percentOfDailyNeeds': 48.02}, {'title': 'Manganese', 'amount': '0.95mg', 'indented': False, 'percentOfDailyNeeds': 47.62}, {'title': 'Magnesium', 'amount': '147mg', 'indented': False, 'percentOfDailyNeeds': 36.8}, {'title': 'Iron', 'amount': '5mg', 'indented': False, 'percentOfDailyNeeds': 32.8}, {'title': 'Vitamin E', 'amount': '4mg', 'indented': False, 'percentOfDailyNeeds': 29.52}, {'title': 'Zinc', 'amount': '3mg', 'indented': False, 'percentOfDailyNeeds': 21.66}, {'title': 'Calcium', 'amount': '188mg', 'indented': False, 'percentOfDailyNeeds': 18.8}]",486572,Easy Vegetarian Quinoa Chili,American
"[{'title': 'Calories', 'amount': '186k', 'indented': False, 'percentOfDailyNeeds': 9.34}, {'title': 'Fat', 'amount': '8g', 'indented': False, 'percentOfDailyNeeds': 13.09}, {'title': 'Saturated Fat', 'amount': '2g', 'indented': True, 'percentOfDailyNeeds': 15.99}, {'title': 'Carbohydrates', 'amount': '17g', 'indented': False, 'percentOfDailyNeeds': 5.72}, {'title': 'Sugar', 'amount': '9g', 'indented': True, 'percentOfDailyNeeds': 10.76}, {'title': 'Cholesterol', 'amount': '194mg', 'indented': False, 'percentOfDailyNeeds': 64.95}, {'title': 'Sodium', 'amount': '379mg', 'indented': False, 'percentOfDailyNeeds': 16.52}]","[{'title': 'Protein', 'amount': '13g', 'indented': False, 'percentOfDailyNeeds': 26.45}, {'title': 'Vitamin A', 'amount': '21846IU', 'indented': False, 'percentOfDailyNeeds': 436.93}, {'title': 'Vitamin K', 'amount': '231µg', 'indented': False, 'percentOfDailyNeeds': 220.57}, {'title': 'Vitamin C', 'amount': '124mg', 'indented': False, 'percentOfDailyNeeds': 150.95}, {'title': 'Folate', 'amount': '366µg', 'indented': False, 'percentOfDailyNeeds': 91.66}, {'title': 'Vitamin B2', 'amount': '0.52mg', 'indented': False, 'percentOfDailyNeeds': 30.68}, {'title': 'Potassium', 'amount': '998mg', 'indented': False, 'percentOfDailyNeeds': 28.54}, {'title': 'Fiber', 'amount': '6g', 'indented': False, 'percentOfDailyNeeds': 27.71}, {'title': 'Manganese', 'amount': '0.55mg', 'indented': False, 'percentOfDailyNeeds': 27.32}, {'title': 'Vitamin B6', 'amount': '0.53mg', 'indented': False, 'percentOfDailyNeeds': 26.36}, {'title': 'Selenium', 'amount': '17µg', 'indented': False, 'percentOfDailyNeeds': 24.68}, {'title': 'Phosphorus', 'amount': '236mg', 'indented': False, 'percentOfDailyNeeds': 23.66}, {'title': 'Iron', 'amount': '3mg', 'indented': False, 'percentOfDailyNeeds': 21.32}, {'title': 'Vitamin B1', 'amount': '0.28mg', 'indented': False, 'percentOfDailyNeeds': 18.38}, {'title': 'Vitamin E', 'amount': '2mg', 'indented': False, 'percentOfDailyNeeds': 16.89}, {'title': 'Magnesium', 'amount': '59mg', 'indented': False, 'percentOfDailyNeeds': 14.92}, {'title': 'Calcium', 'amount': '145mg', 'indented': False, 'percentOfDailyNeeds': 14.54}, {'title': 'Vitamin B5', 'amount': '1mg', 'indented': False, 'percentOfDailyNeeds': 14.31}, {'title': 'Copper', 'amount': '0.23mg', 'indented': False, 'percentOfDailyNeeds': 11.64}, {'title': 'Vitamin B12', 'amount': '0.62µg', 'indented': False, 'percentOfDailyNeeds': 10.4}, {'title': 'Zinc', 'amount': '1mg', 'indented': False, 'percentOfDailyNeeds': 10.17}, {'title': 'Vitamin B3', 'amount': '1mg', 'indented': False, 'percentOfDailyNeeds': 9.58}, {'title': 'Vitamin D', 'amount': '1µg', 'indented': False, 'percentOfDailyNeeds': 7.33}]",516903,Healthy Mac and Cheese ( Makeover),American
